Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day of the week,Call Duration,Campaign,Pdays,Previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
63,Retired,Married,Unknown,No,No,No,Cellular,Apr,Wed,150,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,Yes
63,Retired,Married,Unknown,No,Yes,No,Telephone,Apr,Wed,236,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
37,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Apr,Wed,281,1,5,1,Success,-1.8,93.075,-47.1,1.445,5099.1,No
50,Admin,Married,University Degree,No,Unknown,Unknown,Cellular,Apr,Wed,101,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
39,Blue-Collar,Married,Basic 9Y,Unknown,Yes,Yes,Cellular,Apr,Wed,120,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
47,Unemployed,Divorced,Basic 9Y,No,No,No,Cellular,Apr,Wed,125,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
63,Retired,Married,Unknown,No,No,No,Telephone,Apr,Wed,185,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
28,Admin,Married,University Degree,No,Yes,No,Cellular,Apr,Wed,261,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
51,Admin,Single,University Degree,No,Yes,Yes,Cellular,Apr,Wed,233,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
29,Admin,Married,University Degree,No,Yes,Yes,Cellular,Apr,Wed,245,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
25,Admin,Single,Professional Course,No,Yes,No,Cellular,Apr,Wed,67,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
47,Entrepreneur,Married,High School,No,No,Yes,Cellular,Apr,Wed,663,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
25,Admin,Single,Professional Course,No,Yes,No,Cellular,Apr,Wed,114,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
29,Technician,Married,University Degree,No,Unknown,Unknown,Cellular,Apr,Wed,83,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
31,Services,Married,High School,No,No,Yes,Cellular,Apr,Wed,195,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
36,Management,Married,University Degree,No,No,Yes,Cellular,Apr,Wed,180,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
82,Retired,Married,Unknown,No,No,No,Cellular,Apr,Wed,321,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
27,Technician,Single,Basic 9Y,No,No,No,Cellular,Apr,Wed,34,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
46,Services,Married,High School,No,Yes,No,Cellular,Apr,Wed,201,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
24,Services,Single,High School,No,Yes,No,Cellular,Apr,Wed,209,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
47,Admin,Single,University Degree,No,No,No,Cellular,Apr,Wed,167,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Wed,58,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
38,Admin,Married,High School,No,No,No,Cellular,Apr,Wed,518,2,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
24,Student,Single,High School,No,Yes,No,Cellular,Apr,Wed,74,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
64,Technician,Married,Professional Course,No,Yes,No,Cellular,Apr,Wed,250,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Admin,Married,High School,No,Yes,No,Cellular,Apr,Wed,1190,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
40,Services,Divorced,High School,No,Yes,No,Cellular,Apr,Wed,201,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
42,Blue-Collar,Married,Basic 6Y,No,Yes,Yes,Cellular,Apr,Wed,110,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Apr,Wed,405,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
40,Admin,Divorced,University Degree,No,Yes,No,Cellular,Apr,Wed,84,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Apr,Wed,612,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Apr,Wed,229,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
35,Services,Divorced,Basic 9Y,No,No,No,Cellular,Apr,Wed,188,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
34,Services,Married,High School,No,No,No,Cellular,Apr,Wed,543,2,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
29,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Wed,216,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
37,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Apr,Wed,180,2,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
34,Admin,Single,Professional Course,No,No,No,Cellular,Apr,Wed,174,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
52,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Apr,Wed,249,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
46,Blue-Collar,Divorced,Basic 9Y,No,No,No,Cellular,Apr,Wed,169,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
37,Technician,Married,Professional Course,Unknown,Yes,Yes,Cellular,Apr,Wed,101,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
34,Services,Divorced,High School,No,Yes,Yes,Cellular,Apr,Wed,303,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
58,Retired,Married,University Degree,No,Unknown,Unknown,Cellular,Apr,Wed,624,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
40,Admin,Divorced,University Degree,No,No,No,Cellular,Apr,Wed,143,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
27,Technician,Single,Basic 9Y,No,Yes,No,Cellular,Apr,Wed,56,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
22,Management,Single,University Degree,No,Yes,No,Cellular,Apr,Wed,179,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
64,Technician,Married,Professional Course,No,Yes,No,Cellular,Apr,Wed,65,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
39,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Wed,91,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
25,Unemployed,Single,Professional Course,No,No,Yes,Cellular,Apr,Wed,274,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
35,Services,Married,High School,Unknown,Yes,No,Cellular,Apr,Wed,222,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
43,Services,Married,High School,No,Yes,No,Telephone,Apr,Wed,690,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
34,Services,Married,High School,No,Yes,No,Cellular,Apr,Wed,281,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
46,Technician,Married,Basic 6Y,Unknown,Yes,No,Cellular,Apr,Wed,575,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
47,Admin,Married,Unknown,No,No,Yes,Cellular,Apr,Wed,764,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
39,Services,Married,Basic 9Y,Unknown,Yes,Yes,Telephone,Apr,Wed,93,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
38,Services,Single,High School,No,Yes,No,Cellular,Apr,Wed,1665,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
41,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Apr,Wed,213,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
29,Admin,Single,University Degree,No,No,No,Cellular,Apr,Wed,548,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
33,Admin,Single,University Degree,No,No,No,Cellular,Apr,Wed,171,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
30,Unemployed,Single,Basic 9Y,No,No,No,Cellular,Apr,Wed,142,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
46,Services,Married,High School,No,Yes,No,Cellular,Apr,Wed,417,2,999,2,Failure,-1.8,93.075,-47.1,1.445,5099.1,No
43,Self-Employed,Married,High School,Unknown,Yes,No,Cellular,Apr,Wed,902,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
29,Admin,Married,University Degree,No,Yes,No,Cellular,Apr,Wed,350,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Yes
59,Admin,Married,High School,No,Yes,No,Cellular,Apr,Wed,101,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
31,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Wed,124,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
20,Student,Single,High School,No,Yes,No,Cellular,Apr,Thu,162,4,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
36,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,68,3,999,2,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
37,Blue-Collar,Divorced,Basic 9Y,Unknown,Yes,No,Cellular,Apr,Thu,435,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
31,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,87,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
21,Services,Single,High School,No,Yes,No,Cellular,Apr,Thu,374,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
41,Admin,Married,University Degree,Unknown,Yes,Yes,Telephone,Apr,Thu,40,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
52,Admin,Married,High School,No,No,No,Cellular,Apr,Thu,312,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
21,Services,Single,High School,No,Yes,Yes,Cellular,Apr,Thu,820,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
41,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,328,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
28,Services,Single,High School,No,No,No,Cellular,Apr,Thu,528,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
46,Technician,Single,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,168,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
43,Admin,Divorced,High School,No,Unknown,Unknown,Cellular,Apr,Thu,105,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
43,Technician,Married,Professional Course,No,No,No,Cellular,Apr,Thu,264,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
36,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,592,4,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,Yes
59,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Apr,Thu,125,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
44,Management,Divorced,University Degree,No,Yes,No,Cellular,Apr,Thu,207,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
24,Admin,Single,Professional Course,No,Yes,No,Cellular,Apr,Thu,125,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
35,Services,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,150,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
32,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,394,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
35,Services,Married,Basic 9Y,No,No,No,Cellular,Apr,Thu,85,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
43,Admin,Divorced,High School,No,Yes,No,Cellular,Apr,Thu,448,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,Yes
33,Technician,Single,University Degree,No,No,No,Cellular,Apr,Thu,657,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
38,Services,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,220,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
38,Technician,Married,High School,No,No,No,Cellular,Apr,Thu,113,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
37,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Apr,Thu,241,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
32,Services,Divorced,High School,No,No,No,Cellular,Apr,Thu,765,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
35,Entrepreneur,Married,University Degree,Unknown,Yes,No,Cellular,Apr,Thu,311,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
33,Technician,Single,University Degree,No,Unknown,Unknown,Cellular,Apr,Thu,527,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
67,Retired,Married,University Degree,No,Yes,No,Telephone,Apr,Thu,126,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
33,Technician,Single,University Degree,No,No,No,Cellular,Apr,Thu,304,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
40,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Apr,Thu,161,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
40,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Apr,Thu,236,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
41,Technician,Married,University Degree,Unknown,No,Yes,Cellular,Apr,Thu,272,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
32,Blue-Collar,Married,High School,No,Yes,No,Cellular,Apr,Thu,259,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
51,Services,Married,High School,Unknown,No,No,Cellular,Apr,Thu,278,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
41,Technician,Married,University Degree,Unknown,Yes,Yes,Cellular,Apr,Thu,139,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
48,Blue-Collar,Married,Basic 9Y,Unknown,Yes,Yes,Cellular,Apr,Thu,429,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
33,Services,Divorced,University Degree,No,Yes,No,Cellular,Apr,Thu,230,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
36,Admin,Married,University Degree,No,Yes,No,Cellular,Apr,Thu,96,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
45,Admin,Married,High School,No,No,Yes,Cellular,Apr,Thu,109,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
33,Technician,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,530,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
33,Technician,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,71,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
30,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,159,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
30,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,104,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
30,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,214,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
30,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,184,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
30,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,331,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,Yes
30,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,435,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
30,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,188,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
45,Admin,Single,Unknown,No,Yes,No,Cellular,Apr,Thu,62,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
35,Services,Married,High School,No,Yes,No,Cellular,Apr,Thu,466,2,999,2,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
52,Admin,Married,University Degree,No,Yes,No,Telephone,Apr,Thu,327,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
42,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Apr,Thu,290,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
30,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Apr,Thu,179,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
37,Technician,Divorced,Professional Course,No,Yes,No,Cellular,Apr,Thu,464,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
46,Technician,Single,Basic 9Y,No,No,No,Cellular,Apr,Thu,221,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
49,Blue-Collar,Married,Basic 6Y,Unknown,Yes,Yes,Cellular,Apr,Thu,504,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
33,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Apr,Thu,233,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
30,Self-Employed,Single,University Degree,No,No,No,Cellular,Apr,Thu,245,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
52,Admin,Married,High School,No,Yes,No,Cellular,Apr,Thu,152,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
45,Entrepreneur,Divorced,University Degree,No,Yes,No,Cellular,Apr,Thu,132,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
33,Technician,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,106,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
50,Blue-Collar,Married,High School,Unknown,No,No,Cellular,Apr,Thu,339,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
30,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Apr,Thu,152,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
36,Retired,Married,High School,No,Yes,No,Cellular,Apr,Thu,98,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
41,Blue-Collar,Married,Basic 9Y,No,Unknown,Unknown,Cellular,Apr,Thu,268,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
47,Technician,Divorced,Professional Course,No,No,No,Cellular,Apr,Thu,337,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
54,Self-Employed,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,133,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
43,Entrepreneur,Married,High School,No,Yes,No,Cellular,Apr,Thu,90,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
28,Services,Single,High School,No,Yes,No,Cellular,Apr,Thu,322,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
46,Technician,Single,Basic 9Y,No,No,No,Cellular,Apr,Thu,385,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
45,Admin,Married,University Degree,No,Yes,Yes,Cellular,Apr,Thu,317,5,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
36,Admin,Single,University Degree,No,No,No,Cellular,Apr,Thu,208,12,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
48,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Apr,Thu,627,2,5,3,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
29,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,1042,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Yes
41,Admin,Married,University Degree,Unknown,Yes,Yes,Cellular,Apr,Thu,240,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
40,Services,Married,Basic 6Y,Unknown,No,No,Cellular,Apr,Thu,140,2,999,2,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Thu,490,3,999,2,Failure,-1.8,93.075,-47.1,1.435,5099.1,Yes
57,Services,Married,High School,No,Yes,No,Cellular,Apr,Thu,275,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
37,Blue-Collar,Married,Professional Course,No,No,No,Cellular,Apr,Thu,188,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1,No
33,Services,Married,High School,No,Yes,No,Cellular,Apr,Thu,236,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1,No
30,Admin,Single,University Degree,No,Yes,No,Telephone,Apr,Tue,563,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
26,Unemployed,Single,University Degree,No,Yes,No,Cellular,Apr,Tue,136,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
41,Technician,Married,High School,No,Yes,Yes,Cellular,Apr,Tue,142,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
36,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Cellular,Apr,Tue,283,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
36,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Apr,Tue,129,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Self-Employed,Single,University Degree,No,No,No,Telephone,Apr,Tue,86,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
30,Admin,Married,University Degree,No,No,No,Cellular,Apr,Tue,259,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
24,Admin,Single,High School,No,Yes,No,Cellular,Apr,Tue,255,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
41,Technician,Married,Professional Course,No,Yes,No,Cellular,Apr,Tue,466,5,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,Yes
41,Admin,Divorced,University Degree,No,No,No,Cellular,Apr,Tue,82,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Married,University Degree,No,Yes,No,Cellular,Apr,Tue,565,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
42,Admin,Single,Professional Course,No,Yes,No,Cellular,Apr,Tue,251,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
42,Admin,Single,Professional Course,No,No,No,Cellular,Apr,Tue,262,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
45,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Apr,Tue,269,3,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
37,Admin,Single,University Degree,No,No,No,Cellular,Apr,Tue,283,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
73,Retired,Divorced,Basic 4Y,No,No,Yes,Cellular,Apr,Tue,342,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Yes
45,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Apr,Tue,427,4,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Tue,255,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
38,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Apr,Tue,110,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Tue,461,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Yes
46,Admin,Married,Professional Course,No,Yes,No,Cellular,Apr,Tue,62,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,Yes,No,Cellular,Apr,Tue,145,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
42,Services,Single,Basic 6Y,No,Yes,Yes,Cellular,Apr,Tue,213,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
59,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Apr,Tue,111,3,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
46,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,Apr,Tue,266,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Self-Employed,Single,University Degree,No,Yes,No,Telephone,Apr,Tue,118,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,No,No,Cellular,Apr,Tue,142,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Yes
35,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Apr,Tue,855,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,No,No,Cellular,Apr,Tue,344,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,Yes
34,Unemployed,Single,University Degree,No,Yes,No,Cellular,Apr,Tue,125,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Yes
24,Services,Single,High School,No,Yes,No,Cellular,Apr,Tue,850,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Yes
48,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Apr,Tue,85,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
34,Admin,Single,University Degree,No,Yes,Yes,Cellular,Apr,Tue,441,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
24,Services,Single,High School,No,Yes,No,Telephone,Apr,Tue,104,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1,No
48,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Apr,Tue,179,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
24,Services,Single,High School,No,Yes,No,Cellular,Apr,Tue,114,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
24,Services,Single,High School,No,Yes,No,Cellular,Apr,Tue,114,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1,No
